Time,Protocol,Node,Energy,Active,Packets_Sent,Packets_Received,Alarms_Sent
15,DSR,Node R,98.82672140507376,True,5,3,0
15,DSR,Node S,99.80000000000001,True,0,2,0
15,DSR,Node T,99.20453825262949,True,2,2,0
15,DSR,BS,100.0,True,0,0,0
15,DSR,Malicious Node,100.0,True,0,0,0
15,SFA,Node A,99.86404725002262,True,1,0,0
15,SFA,Node B,99.77170682267949,True,2,1,0
15,SFA,Node C,99.46044490295122,True,2,1,0
15,SFA,Node D,99.43401010182906,True,2,1,0
15,SFA,Node E,99.77363020720206,True,2,0,0
15,SFA,Node F,99.73657420501787,True,1,0,0
15,SFA,Node G,99.95,True,1,0,0
15,SFA,Node H,99.95,True,1,0,0
15,SFA,Node I,99.80559043761582,True,1,0,0
15,SFA,Node J,99.86293744399494,True,1,0,0
15,SFA,Node K,99.890112402524,True,1,0,0
15,SFA,Node L,99.75546792162724,True,1,0,0
15,SFA,Node M,99.90107295388259,True,1,0,0
15,SFA,Node N,99.76001602686591,True,2,0,0
15,SFA,Node O,99.85884854525857,True,1,0,0
15,SFA,Node P,99.74619952132628,True,1,0,0
15,SFA,Node Q,99.39050404430996,True,3,2,0
15,SFA,Node R,98.77762749189438,True,4,3,0
15,SFA,Node S,99.68682483342826,True,2,1,0
15,SFA,Node T,99.88266969603579,True,2,0,0
15,SFA,BS,100.0,True,0,0,0
15,SFA,Malicious Node,99.75773573344213,True,2,0,0
20,DSR,Node A,99.9,True,0,1,0
20,DSR,Node B,99.9,True,0,1,0
20,DSR,Node C,99.80000000000001,True,0,2,0
20,DSR,Node D,99.60000000000002,True,0,4,0
20,DSR,Node E,99.05084543288405,True,3,1,0
20,DSR,Node F,99.80000000000001,True,0,2,0
20,DSR,Node G,98.63293786714425,True,5,3,0
20,DSR,Node H,98.77992190575787,True,5,1,0
20,DSR,Node I,99.9,True,0,1,0
20,DSR,Node J,99.80000000000001,True,0,2,0
20,DSR,Node K,99.52474688129546,True,2,1,0
20,DSR,Node L,97.9983266998685,True,6,2,0
20,DSR,Node M,98.43977215889517,True,6,2,0
20,DSR,Node N,100.0,True,0,0,0
20,DSR,Node O,98.85499522976443,True,4,0,0
20,DSR,Node P,98.8504950650026,True,3,3,0
20,DSR,Node Q,99.60000000000002,True,0,4,0
20,DSR,Node R,98.82672140507376,True,5,3,0
20,DSR,Node S,99.70000000000002,True,0,3,0
20,DSR,Node T,98.53058105483801,True,5,2,0
20,DSR,BS,100.0,True,0,0,0
20,DSR,Malicious Node,100.0,True,0,0,0
20,SFA,Node A,99.5301855076808,True,2,1,0
20,SFA,Node B,99.71074394932319,True,3,1,0
20,SFA,Node C,99.27395557058821,True,3,1,0
20,SFA,Node D,99.43401010182906,True,2,1,0
20,SFA,Node E,99.67977413020253,True,3,0,0
20,SFA,Node F,99.73657420501787,True,1,0,0
20,SFA,Node G,99.95,True,1,0,0
20,SFA,Node H,99.7374889814229,True,3,0,0
20,SFA,Node I,99.26850193572314,True,3,1,0
20,SFA,Node J,99.39201314564805,True,3,1,0
20,SFA,Node K,99.780224805048,True,2,0,0
20,SFA,Node L,99.75546792162724,True,1,0,0
20,SFA,Node M,99.90107295388259,True,1,0,0
20,SFA,Node N,99.76001602686591,True,2,0,0
20,SFA,Node O,99.71769709051713,True,2,0,0
20,SFA,Node P,99.49239904265255,True,2,0,0
20,SFA,Node Q,99.17640878302477,True,4,2,0
20,SFA,Node R,98.77762749189438,True,4,3,0
20,SFA,Node S,99.68682483342826,True,2,1,0
20,SFA,Node T,99.8326696960358,True,3,0,0
20,SFA,BS,100.0,True,0,0,0
20,SFA,Malicious Node,99.6366036001632,True,3,0,0
25,DSR,Node A,99.37057819268524,True,2,1,1
25,DSR,Node B,99.9,True,0,1,1
25,DSR,Node C,99.60000000000002,True,0,4,1
25,DSR,Node D,99.50000000000003,True,0,5,1
25,DSR,Node E,99.05084543288405,True,3,1,1
25,DSR,Node F,99.80000000000001,True,0,2,1
25,DSR,Node G,98.43293786714426,True,5,5,1
25,DSR,Node H,98.67992190575788,True,5,2,1
25,DSR,Node I,99.70000000000002,True,0,3,1
25,DSR,Node J,99.70000000000002,True,0,3,1
25,DSR,Node K,99.52474688129546,True,2,1,1
25,DSR,Node L,97.8983266998685,True,6,3,1
25,DSR,Node M,97.0757836645897,True,12,2,1
25,DSR,Node N,99.9,True,0,1,1
25,DSR,Node O,98.65499522976444,True,4,2,1
25,DSR,Node P,97.77567456357296,True,7,4,1
25,DSR,Node Q,99.60000000000002,True,0,4,1
25,DSR,Node R,98.82672140507376,True,5,3,1
25,DSR,Node S,99.35069363969382,True,1,3,1
25,DSR,Node T,98.43058105483802,True,5,3,1
25,DSR,BS,100.0,True,0,0,1
25,DSR,Malicious Node,100.0,True,0,0,1
25,SFA,Node A,99.39423275770342,True,3,1,1
25,SFA,Node B,99.71074394932319,True,3,1,1
25,SFA,Node C,99.27395557058821,True,3,1,1
25,SFA,Node D,99.26887781990884,True,3,1,1
25,SFA,Node E,99.67977413020253,True,3,0,1
25,SFA,Node F,99.03988818931259,True,3,1,1
25,SFA,Node G,99.9,True,2,0,1
25,SFA,Node H,99.6374889814229,True,3,1,1
25,SFA,Node I,98.77838945037381,True,5,1,1
25,SFA,Node J,99.39201314564805,True,3,1,1
25,SFA,Node K,99.780224805048,True,2,0,1
25,SFA,Node L,99.13635835993891,True,3,1,1
25,SFA,Node M,99.80214590776518,True,2,0,1
25,SFA,Node N,99.57003205373182,True,3,0,1
25,SFA,Node O,99.71769709051713,True,2,0,1
25,SFA,Node P,99.49239904265255,True,2,0,1
25,SFA,Node Q,98.96231352173957,True,5,2,1
25,SFA,Node R,98.55457905913009,True,5,3,1
25,SFA,Node S,99.17290316193177,True,4,2,1
25,SFA,Node T,99.8326696960358,True,3,0,1
25,SFA,BS,100.0,True,0,0,1
25,SFA,Malicious Node,99.6366036001632,True,3,0,1
30,DSR,Node A,99.37057819268524,True,2,1,2
30,DSR,Node B,99.70000000000002,True,0,3,2
30,DSR,Node C,99.31813300473739,True,1,4,2
30,DSR,Node D,98.30552036576132,True,6,5,2
30,DSR,Node E,99.05084543288405,True,3,1,2
30,DSR,Node F,99.80000000000001,True,0,2,2
30,DSR,Node G,98.43293786714426,True,5,5,2
30,DSR,Node H,98.47992190575789,True,5,4,2
30,DSR,Node I,99.70000000000002,True,0,3,2
30,DSR,Node J,99.70000000000002,True,0,3,2
30,DSR,Node K,99.42474688129546,True,2,2,2
30,DSR,Node L,97.8983266998685,True,6,3,2
30,DSR,Node M,96.71461886820059,True,13,2,2
30,DSR,Node N,99.70000000000002,True,0,3,2
30,DSR,Node O,98.65499522976444,True,4,2,2
30,DSR,Node P,97.77567456357296,True,7,4,2
30,DSR,Node Q,98.74859845655274,True,5,4,2
30,DSR,Node R,98.72672140507376,True,5,4,2
30,DSR,Node S,99.25069363969382,True,1,4,2
30,DSR,Node T,98.33058105483802,True,5,4,2
30,DSR,BS,100.0,True,0,0,2
30,DSR,Malicious Node,100.0,True,0,0,2
30,SFA,Node A,99.25828000772604,True,4,1,2
30,SFA,Node B,99.64978107596689,True,4,1,2
30,SFA,Node C,99.0874662382252,True,4,1,2
30,SFA,Node D,99.10374553798862,True,4,1,2
30,SFA,Node E,99.585918053203,True,4,0,2
30,SFA,Node F,99.03988818931259,True,3,1,2
30,SFA,Node G,99.9,True,2,0,2
30,SFA,Node H,99.58748898142291,True,4,1,2
30,SFA,Node I,98.67838945037381,True,5,2,2
30,SFA,Node J,98.85924766667785,True,5,2,2
30,SFA,Node K,99.67033720757199,True,3,0,2
30,SFA,Node L,99.13635835993891,True,3,1,2
30,SFA,Node M,99.80214590776518,True,2,0,2
30,SFA,Node N,99.38004808059773,True,4,0,2
30,SFA,Node O,99.25049016334742,True,3,1,2
30,SFA,Node P,98.87139163680911,True,4,0,2
30,SFA,Node Q,98.74821826045438,True,6,2,2
30,SFA,Node R,98.3315306263658,True,6,3,2
30,SFA,Node S,99.09224171115844,True,5,2,2
30,SFA,Node T,99.7826696960358,True,4,0,2
30,SFA,BS,100.0,True,0,0,2
30,SFA,Malicious Node,99.6366036001632,True,3,0,2
35,DSR,Node A,99.27057819268525,True,2,2,3
35,DSR,Node B,99.70000000000002,True,0,3,3
35,DSR,Node C,98.97554258384463,True,3,4,3
35,DSR,Node D,98.20552036576133,True,6,6,3
35,DSR,Node E,99.05084543288405,True,3,1,3
35,DSR,Node F,99.80000000000001,True,0,2,3
35,DSR,Node G,97.32322868142693,True,10,5,3
35,DSR,Node H,98.47992190575789,True,5,4,3
35,DSR,Node I,99.60000000000002,True,0,4,3
35,DSR,Node J,99.60000000000002,True,0,4,3
35,DSR,Node K,99.42474688129546,True,2,2,3
35,DSR,Node L,97.79832669986851,True,6,4,3
35,DSR,Node M,96.6146188682006,True,13,3,3
35,DSR,Node N,99.11349198588242,True,3,3,3
35,DSR,Node O,98.65499522976444,True,4,2,3
35,DSR,Node P,97.57567456357297,True,7,6,3
35,DSR,Node Q,98.64859845655275,True,5,5,3
35,DSR,Node R,97.9920002924728,True,8,7,3
35,DSR,Node S,99.25069363969382,True,1,4,3
35,DSR,Node T,98.33058105483802,True,5,4,3
35,DSR,BS,100.0,True,0,0,3
35,DSR,Malicious Node,100.0,True,0,0,3
35,SFA,Node A,99.25828000772604,True,4,1,3
35,SFA,Node B,99.64978107596689,True,4,1,3
35,SFA,Node C,99.0874662382252,True,4,1,3
35,SFA,Node D,99.10374553798862,True,4,1,3
35,SFA,Node E,99.585918053203,True,4,0,3
35,SFA,Node F,99.03988818931259,True,3,1,3
35,SFA,Node G,99.85000000000001,True,3,0,3
35,SFA,Node H,99.58748898142291,True,4,1,3
35,SFA,Node I,98.48397988798963,True,6,2,3
35,SFA,Node J,97.97925567367844,True,7,4,3
35,SFA,Node K,99.5553647662859,True,4,0,3
35,SFA,Node L,98.89182628156615,True,4,1,3
35,SFA,Node M,99.70321886164777,True,3,0,3
35,SFA,Node N,99.38004808059773,True,4,0,3
35,SFA,Node O,99.10933870860599,True,4,1,3
35,SFA,Node P,98.42172364010912,True,5,1,3
35,SFA,Node Q,98.5332458191683,True,7,3,3
35,SFA,Node R,97.90120663006638,True,7,4,3
35,SFA,Node S,99.09224171115844,True,5,2,3
35,SFA,Node T,99.7826696960358,True,4,0,3
35,SFA,BS,100.0,True,0,0,3
35,SFA,Malicious Node,99.51547146688426,True,4,0,3
40,DSR,Node A,99.27057819268525,True,2,2,4
40,DSR,Node B,99.70000000000002,True,0,3,4
40,DSR,Node C,98.87554258384463,True,3,5,4
40,DSR,Node D,98.10552036576134,True,6,7,4
40,DSR,Node E,98.95084543288405,True,3,2,4
40,DSR,Node F,99.80000000000001,True,0,2,4
40,DSR,Node G,97.12322868142694,True,10,7,4
40,DSR,Node H,98.3799219057579,True,5,5,4
40,DSR,Node I,99.60000000000002,True,0,4,4
40,DSR,Node J,99.60000000000002,True,0,4,4
40,DSR,Node K,99.32474688129547,True,2,3,4
40,DSR,Node L,96.2459597600432,True,11,5,4
40,DSR,Node M,96.5146188682006,True,13,4,4
40,DSR,Node N,99.11349198588242,True,3,3,4
40,DSR,Node O,97.40999045952887,True,8,3,4
40,DSR,Node P,97.57567456357297,True,7,6,4
40,DSR,Node Q,98.54859845655275,True,5,6,4
40,DSR,Node R,97.28696064647647,True,11,8,4
40,DSR,Node S,99.25069363969382,True,1,4,4
40,DSR,Node T,98.13058105483803,True,5,6,4
40,DSR,BS,100.0,True,0,0,4
40,DSR,Malicious Node,100.0,True,0,0,4
40,SFA,Node A,99.25828000772604,True,4,1,4
40,SFA,Node B,99.35992336053131,True,6,1,4
40,SFA,Node C,98.57208206378293,True,6,2,4
40,SFA,Node D,99.10374553798862,True,4,1,4
40,SFA,Node E,99.49206197620347,True,5,0,4
40,SFA,Node F,98.77646239433047,True,4,1,4
40,SFA,Node G,99.85000000000001,True,3,0,4
40,SFA,Node H,99.46722337968184,True,6,1,4
40,SFA,Node I,98.48397988798963,True,6,2,4
40,SFA,Node J,97.97925567367844,True,7,4,4
40,SFA,Node K,99.34547716880991,True,5,1,4
40,SFA,Node L,98.51895375307886,True,5,2,4
40,SFA,Node M,99.70321886164777,True,3,0,4
40,SFA,Node N,99.19006410746364,True,5,0,4
40,SFA,Node O,99.10933870860599,True,4,1,4
40,SFA,Node P,98.42172364010912,True,5,1,4
40,SFA,Node Q,98.5332458191683,True,7,3,4
40,SFA,Node R,97.6781581973021,True,8,4,4
40,SFA,Node S,99.0115802603851,True,6,2,4
40,SFA,Node T,99.7826696960358,True,4,0,4
40,SFA,BS,100.0,True,0,0,4
40,SFA,Malicious Node,99.14259893839697,True,5,1,4
45,DSR,Node A,99.27057819268525,True,2,2,9
45,DSR,Node B,99.60000000000002,True,0,4,9
45,DSR,Node C,98.87554258384463,True,3,5,9
45,DSR,Node D,96.91104073152263,True,12,7,9
45,DSR,Node E,98.95084543288405,True,3,2,9
45,DSR,Node F,99.70000000000002,True,0,3,9
45,DSR,Node G,97.12322868142694,True,10,7,9
45,DSR,Node H,98.2799219057579,True,5,6,9
45,DSR,Node I,99.60000000000002,True,0,4,9
45,DSR,Node J,99.60000000000002,True,0,4,9
45,DSR,Node K,99.32474688129547,True,2,3,9
45,DSR,Node L,95.50479273639547,True,13,6,9
45,DSR,Node M,96.4146188682006,True,13,5,9
45,DSR,Node N,99.11349198588242,True,3,3,9
45,DSR,Node O,97.30999045952888,True,8,4,9
45,DSR,Node P,97.57567456357297,True,7,6,9
45,DSR,Node Q,98.44859845655276,True,5,7,9
45,DSR,Node R,97.28696064647647,True,11,8,9
45,DSR,Node S,98.2977218471092,True,5,5,9
45,DSR,Node T,97.93058105483804,True,5,8,9
45,DSR,BS,100.0,True,0,0,9
45,DSR,Malicious Node,100.0,True,0,0,9
45,SFA,Node A,98.85239426045307,True,6,2,9
45,SFA,Node B,99.35992336053131,True,6,1,9
45,SFA,Node C,98.57208206378293,True,6,2,9
45,SFA,Node D,98.69267509887382,True,6,2,9
45,SFA,Node E,99.49206197620347,True,5,0,9
45,SFA,Node F,98.77646239433047,True,4,1,9
45,SFA,Node G,99.55406184280544,True,5,1,9
45,SFA,Node H,99.36722337968185,True,6,2,9
45,SFA,Node I,98.28957032560545,True,7,2,9
45,SFA,Node J,97.84219311767338,True,8,4,9
45,SFA,Node K,99.17521156706884,True,6,2,9
45,SFA,Node L,98.2744216747061,True,6,2,9
45,SFA,Node M,99.60429181553036,True,4,0,9
45,SFA,Node N,99.19006410746364,True,5,0,9
45,SFA,Node O,98.96818725386456,True,5,1,9
45,SFA,Node P,98.1679231614354,True,6,1,9
45,SFA,Node Q,97.93512229930231,True,10,3,9
45,SFA,Node R,97.6781581973021,True,8,4,9
45,SFA,Node S,99.0115802603851,True,6,2,9
45,SFA,Node T,99.7326696960358,True,5,0,9
45,SFA,BS,99.86404725002262,True,1,0,9
45,SFA,Malicious Node,99.02146680511804,True,6,1,9
50,DSR,Node A,99.27057819268525,True,2,2,12
50,DSR,Node B,99.50000000000003,True,0,5,12
50,DSR,Node C,98.77554258384464,True,3,6,12
50,DSR,Node D,96.56492384516571,True,13,8,12
50,DSR,Node E,98.85084543288406,True,3,3,12
50,DSR,Node F,99.70000000000002,True,0,3,12
50,DSR,Node G,96.90584437646875,True,11,7,12
50,DSR,Node H,98.07992190575791,True,5,8,12
50,DSR,Node I,99.17447171025208,True,2,4,12
50,DSR,Node J,98.59157853586342,True,4,5,12
50,DSR,Node K,99.22474688129547,True,2,4,12
50,DSR,Node L,95.50479273639547,True,13,6,12
50,DSR,Node M,96.31461886820061,True,13,6,12
50,DSR,Node N,99.01349198588242,True,3,4,12
50,DSR,Node O,97.20999045952888,True,8,5,12
50,DSR,Node P,97.37567456357299,True,7,8,12
50,DSR,Node Q,97.41751409329851,True,11,7,12
50,DSR,Node R,97.18696064647648,True,11,9,12
50,DSR,Node S,98.2977218471092,True,5,5,12
50,DSR,Node T,97.69718867536554,True,6,8,12
50,DSR,BS,100.0,True,0,0,12
50,DSR,Malicious Node,100.0,True,0,0,12
50,SFA,Node A,98.75239426045307,True,6,3,12
50,SFA,Node B,99.25992336053132,True,6,2,12
50,SFA,Node C,98.47208206378293,True,6,3,12
50,SFA,Node D,98.59267509887383,True,6,3,12
50,SFA,Node E,99.39206197620348,True,5,1,12
50,SFA,Node F,98.67646239433047,True,4,2,12
50,SFA,Node G,99.45406184280544,True,5,2,12
50,SFA,Node H,99.26722337968185,True,6,3,12
50,SFA,Node I,98.18957032560546,True,7,3,12
50,SFA,Node J,97.84219311767338,True,8,4,12
50,SFA,Node K,99.17521156706884,True,6,2,12
50,SFA,Node L,98.2744216747061,True,6,2,12
50,SFA,Node M,99.60429181553036,True,4,0,12
50,SFA,Node N,99.19006410746364,True,5,0,12
50,SFA,Node O,98.96818725386456,True,5,1,12
50,SFA,Node P,98.1679231614354,True,6,1,12
50,SFA,Node Q,97.93512229930231,True,10,3,12
50,SFA,Node R,97.6781581973021,True,8,4,12
50,SFA,Node S,99.0115802603851,True,6,2,12
50,SFA,Node T,99.7326696960358,True,5,0,12
50,SFA,BS,98.55282117453619,True,11,0,12
50,SFA,Malicious Node,99.02146680511804,True,6,1,12
55,DSR,Node A,99.27057819268525,True,2,2,15
55,DSR,Node B,99.40000000000003,True,0,6,15
55,DSR,Node C,98.77554258384464,True,3,6,15
55,DSR,Node D,96.46492384516571,True,13,9,15
55,DSR,Node E,98.75084543288406,True,3,4,15
55,DSR,Node F,98.40490286002967,True,4,4,15
55,DSR,Node G,96.90584437646875,True,11,7,15
55,DSR,Node H,98.07992190575791,True,5,8,15
55,DSR,Node I,98.46545545435414,True,5,4,15
55,DSR,Node J,98.59157853586342,True,4,5,15
55,DSR,Node K,99.22474688129547,True,2,4,15
55,DSR,Node L,95.30479273639548,True,13,8,15
55,DSR,Node M,96.31461886820061,True,13,6,15
55,DSR,Node N,98.91349198588243,True,3,5,15
55,DSR,Node O,97.10999045952889,True,8,6,15
55,DSR,Node P,97.175674563573,True,7,10,15
55,DSR,Node Q,97.41751409329851,True,11,7,15
55,DSR,Node R,97.03077861094677,True,12,10,15
55,DSR,Node S,98.09772184710921,True,5,7,15
55,DSR,Node T,96.2394256160428,True,11,9,15
55,DSR,BS,100.0,True,0,0,15
55,DSR,Malicious Node,100.0,True,0,0,15
55,SFA,Node A,98.75239426045307,True,6,3,15
55,SFA,Node B,99.25992336053132,True,6,2,15
55,SFA,Node C,98.47208206378293,True,6,3,15
55,SFA,Node D,98.59267509887383,True,6,3,15
55,SFA,Node E,99.39206197620348,True,5,1,15
55,SFA,Node F,98.67646239433047,True,4,2,15
55,SFA,Node G,99.45406184280544,True,5,2,15
55,SFA,Node H,99.26722337968185,True,6,3,15
55,SFA,Node I,98.18957032560546,True,7,3,15
55,SFA,Node J,97.74219311767338,True,8,5,15
55,SFA,Node K,99.07521156706885,True,6,3,15
55,SFA,Node L,98.17442167470611,True,6,3,15
55,SFA,Node M,99.50429181553037,True,4,1,15
55,SFA,Node N,99.09006410746365,True,5,1,15
55,SFA,Node O,98.86818725386456,True,5,2,15
55,SFA,Node P,98.0679231614354,True,6,2,15
55,SFA,Node Q,97.93512229930231,True,10,3,15
55,SFA,Node R,97.30837782618936,True,9,5,15
55,SFA,Node S,98.91158026038511,True,6,3,15
55,SFA,Node T,99.53662026028957,True,6,0,15
55,SFA,BS,97.09958412668023,True,21,0,15
55,SFA,Malicious Node,99.02146680511804,True,6,1,15
60,DSR,Node A,99.27057819268525,True,2,2,19
60,DSR,Node B,99.40000000000003,True,0,6,19
60,DSR,Node C,98.57554258384465,True,3,8,19
60,DSR,Node D,96.36492384516572,True,13,10,19
60,DSR,Node E,97.28107537572342,True,8,5,19
60,DSR,Node F,98.20490286002968,True,4,6,19
60,DSR,Node G,96.80584437646876,True,11,8,19
60,DSR,Node H,98.07992190575791,True,5,8,19
60,DSR,Node I,98.46545545435414,True,5,4,19
60,DSR,Node J,98.49157853586343,True,4,6,19
60,DSR,Node K,98.67786484241086,True,4,4,19
60,DSR,Node L,95.30479273639548,True,13,8,19
60,DSR,Node M,96.21461886820062,True,13,7,19
60,DSR,Node N,98.91349198588243,True,3,5,19
60,DSR,Node O,97.0099904595289,True,8,7,19
60,DSR,Node P,97.175674563573,True,7,10,19
60,DSR,Node Q,97.31751409329851,True,11,8,19
60,DSR,Node R,95.94719988787918,True,17,11,19
60,DSR,Node S,98.09772184710921,True,5,7,19
60,DSR,Node T,96.2394256160428,True,11,9,19
60,DSR,BS,100.0,True,0,0,19
60,DSR,Malicious Node,100.0,True,0,0,19
60,SFA,Node A,98.37787026114829,True,8,4,19
60,SFA,Node B,99.09896048717502,True,7,3,19
60,SFA,Node C,97.99910339905692,True,8,4,19
60,SFA,Node D,98.32754281695361,True,7,4,19
60,SFA,Node E,99.29820589920395,True,6,1,19
60,SFA,Node F,97.84109479416696,True,7,3,19
60,SFA,Node G,99.05367896083811,True,7,3,19
60,SFA,Node H,99.11722337968186,True,7,4,19
60,SFA,Node I,97.69911132747505,True,9,4,19
60,SFA,Node J,97.50513056166832,True,9,6,19
60,SFA,Node K,98.60917077050996,True,9,3,19
60,SFA,Node L,97.56010922522061,True,8,4,19
60,SFA,Node M,99.30536476941296,True,5,2,19
60,SFA,Node N,98.57080680678756,True,7,1,19
60,SFA,Node O,98.62703579912314,True,6,3,19
60,SFA,Node P,97.81412268276168,True,7,2,19
60,SFA,Node Q,97.07874125416153,True,14,3,19
60,SFA,Node R,96.41177292633189,True,13,5,19
60,SFA,Node S,98.69354020357923,True,8,3,19
60,SFA,Node T,99.13662026028959,True,8,3,19
60,SFA,BS,96.19376501708166,True,27,0,19
60,SFA,Malicious Node,98.80033467183911,True,7,2,19
65,DSR,Node A,99.27057819268525,True,2,2,30
65,DSR,Node B,98.62160155583923,True,4,7,30
65,DSR,Node C,98.00726720321897,True,5,8,30
65,DSR,Node D,96.26492384516573,True,13,11,30
65,DSR,Node E,97.28107537572342,True,8,5,30
65,DSR,Node F,98.10490286002968,True,4,7,30
65,DSR,Node G,96.80584437646876,True,11,8,30
65,DSR,Node H,96.50835513608413,True,11,9,30
65,DSR,Node I,98.46545545435414,True,5,4,30
65,DSR,Node J,98.29157853586344,True,4,8,30
65,DSR,Node K,98.48653086692693,True,5,4,30
65,DSR,Node L,95.1047927363955,True,13,10,30
65,DSR,Node M,96.21461886820062,True,13,7,30
65,DSR,Node N,98.91349198588243,True,3,5,30
65,DSR,Node O,97.0099904595289,True,8,7,30
65,DSR,Node P,97.075674563573,True,7,11,30
65,DSR,Node Q,97.11751409329852,True,11,10,30
65,DSR,Node R,95.94719988787918,True,17,11,30
65,DSR,Node S,98.09772184710921,True,5,7,30
65,DSR,Node T,96.2394256160428,True,11,9,30
65,DSR,BS,100.0,True,0,0,30
65,DSR,Malicious Node,100.0,True,0,0,30
